id,NetworkID,InstalledDate,DeviceType,Make,Model,Software,IP,Hostname,Serial,MAC,FirstSeen,LastSeen,DeletedBy,Status
331318,664,1/13/2010,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.74.96.7,25Q022_3560_X2,FDO1324Y488,,9/10/2013,6/8/2014,NULL,Active
269023,665, ,firewall,Cisco,PIX-525-SW-UR,6.3(5),10.74.127.254,25Q024PIX,907320632,,3/13/2012,6/9/2014,NULL,Active
269011,665, ,Procon Server,IBM,8840-11U,na,10.74.112.100,25Q024S001,KPVMYB1,,3/13/2012,6/9/2014,NULL,Active
269007,665,9/21/2010,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.74.112.110,25Q024-CE1,KQ2735Y,,3/13/2012,6/9/2014,NULL,Active
332204,665, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.112.7,25Q024_3560_X2,FDO1430X2M1,,9/10/2013,6/9/2014,NULL,Active
332217,665, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.112.8,25Q024_3560_X3,FDO1430X2Q0,,9/10/2013,6/9/2014,NULL,Active
332225,665, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.112.9,25Q024_3560_X4,FDO1430X2LZ,,9/10/2013,6/9/2014,NULL,Active
332235,665, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.112.10,25Q024_3560PWR_X5,FDO1431X1JU,,9/10/2013,6/9/2014,NULL,Active
332242,665, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.112.11,25Q024_3560PWR_X6,FDO1431X1KA,,9/10/2013,6/9/2014,NULL,Active
332248,665, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.112.12,25Q024_3560PWR_X7,FDO1431X1KK,,9/10/2013,6/9/2014,NULL,Active
332253,665, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.112.13,25Q024_3560PWR_X8,FDO1431X1KZ,,9/10/2013,6/9/2014,NULL,Active
332260,665, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.112.14,25Q024_3560PWR_X9,FDO1431X1K9,,9/10/2013,6/9/2014,NULL,Active
332267,665, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.74.112.16,25Q024_Lab329_3560_X11,FDO1406X3SN,,9/10/2013,6/9/2014,NULL,Active
332271,665, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.74.112.17,25Q024_Lab329_3560_X12,FDO1406X3N8,,9/10/2013,6/9/2014,NULL,Active
346693,665, ,instructional switch,Cisco,WS-C6506,s3223-adventerprisek9_wan-mz.122-33.SXJ5.bin,10.74.112.6,25Q024_6500_X1,TBM06160494,,6/1/2014,6/9/2014,NULL,Active
346733,665, ,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.74.127.129,25Q024R1_3845_EVPL,FTX1436AH0N,,6/2/2014,6/9/2014,NULL,Active
340026,665, ,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.74.122.3,25Q024_WLC1,FOC1418F08E,,10/30/2013,6/9/2014,NULL,Active
331649,666, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.128.11,25Q025_3560_X6,FDO1611X0J6,,9/10/2013,6/9/2014,NULL,Active
331635,666, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.128.10,25Q025_3560_X5,FDO1610X18P,,9/10/2013,6/9/2014,NULL,Active
331614,666, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.128.8,25Q025_3560_X3,FDO1615X2Y6,,9/10/2013,6/9/2014,NULL,Active
331623,666, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.128.9,25Q025_3560_X4,FDO1615X30G,,9/10/2013,6/9/2014,NULL,Active
331659,666, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.128.12,25Q025_3560_X7,FDO1602X04Y,,9/10/2013,6/9/2014,NULL,Active
331683,666, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.128.14,25Q025_3560PWR_X9,FDO1614V08T,,9/10/2013,6/9/2014,NULL,Active
331699,666, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.128.16,25Q025_3560PWR_X11,FDO1614P0EJ,,9/10/2013,6/9/2014,NULL,Active
331693,666, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.128.15,25Q025_3560PWR_X10,FDO1614V08W,,9/10/2013,6/9/2014,NULL,Active
331715,666, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.128.18,25Q025_3560PWR_X13,FDO1614P0FL,,9/10/2013,6/9/2014,NULL,Active
331604,666, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.128.7,25Q025_3560_X2,FDO1615X2YZ,,9/10/2013,6/9/2014,NULL,Active
345148,666, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.128.13,25Q025_3560PWR_X8,FDO1614P09U,,3/18/2014,6/9/2014,NULL,Active
281199,666, ,instructional switch,Cisco,WS-C2950-24,c2950-i6q4l2-mz.121-22.EA12.bin,10.74.128.19,25Q025_ADM_2950_X14,FOC0620Y3ZF,,3/13/2012,6/9/2014,NULL,Active
281212,666, ,instructional switch,Cisco,WS-C2950C-24,c2950-c3h2s-mz.120-5.3.WC.1.bin,10.74.128.20,25Q025_LIB_2950_X15,FAB0542Y2K6,,3/13/2012,9/30/2012,NULL,Active
281257,666, ,instructional switch,Cisco,WS-C2950-24,c2950-i6q4l2-mz.121-22.EA12.bin,10.74.128.22,25Q025_LIB_SX_3_X17,FOC1310W0UR,,3/13/2012,9/30/2012,NULL,Active
281369,666, ,router,Cisco,CISCO3845,c3845-entservicesk9-mz.124-2.T5.bin,10.74.143.129,25Q025R1_3845_EVPL,FTX1124A229,,3/13/2012,6/9/2014,NULL,Active
305074,666,8/2/2012,CiscoController,Cisco,AIR-CT5508-K9,7.0.116.0,10.74.138.3,25Q025_WLC1,FCW1618L0H7,,8/21/2012,6/9/2014,NULL,Active
344207,666, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE5.bin,10.74.128.17,25Q025_3560PWR_X12,FDO1710P2Y4,,2/11/2014,6/8/2014,NULL,Active
303242,666,6/9/2006,instructional switch,Cisco,WS-C3750-48TS-E,c3750-ipservicesk9-mz.122-25.SEE3.bin,10.74.128.21,25Q025_3750_X16,CAT1016Z056,,8/6/2012,6/9/2014,NULL,Active
303243,666, ,instructional switch,Cisco,WS-C3750-48TS-E,c3750-ipservices-mz.122-35.SE5.bin,10.74.128.23,25Q025_3750_X18,FDO1251X2V0,,8/6/2012,6/9/2014,NULL,Active
303244,666,8/2/2012,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.74.128.110,25Q025-CE1,KQ16NCG,,8/6/2012,6/9/2014,NULL,Active
303246,666, ,IPDVSServer,IBM,7377AC1,na,10.233.164.6,25Q025IPDVS1,KQ8F177,,8/6/2012,6/9/2014,NULL,Active
320286,666, ,instructional switch,Cisco,WS-C6509-E,s72033-ipservicesk9_wan-mz.122-33.SXJ3.bin,10.74.128.6,25Q025_6500_X1,SMC0932003B,,6/2/2013,6/9/2014,NULL,Active
281379,666, ,firewall,Cisco,PIX-525-SW-UR,6.3(5),10.74.143.254,25Q025PIX,809522403,,3/13/2012,6/9/2014,NULL,Active
338570,666, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbasek9-mz.122-55.SE5.bin,10.74.128.24,25Q025_3560_X19,FDO1643Y3A4,,9/30/2013,6/9/2014,NULL,Active
301967,666, ,Procon Server,IBM,8840-11U,na,10.74.128.100,25Q025S001,KQFKC4H,,7/24/2012,6/9/2014,NULL,Active
301987,667, ,router,Cisco,CISCO2951/K9,c2951-universalk9-mz.SPA.151-2.T1.bin,10.74.159.129,25Q029R1_2951_EVPL,FTX1620AJV1,,7/24/2012,6/9/2014,NULL,Active
301988,667, ,firewall,Cisco,ASA5510-SEC-BUN-K9,asa724-k8.bin,10.74.159.254,25Q029-ASA,JMX1620X0DJ,,7/24/2012,6/9/2014,NULL,Active
302162,667, ,IPDVSServer,IBM,7377AC1,na,10.233.168.6,25Q029IPDVS1,KQ8F182,,7/25/2012,6/9/2014,NULL,Active
331319,667, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.144.8,25Q029_3560_X3,FDO1617X1Z7,,9/10/2013,6/9/2014,NULL,Active
331330,667, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.144.9,25Q029_3560PWR_X4,FDO1436V1GS,,9/10/2013,6/9/2014,NULL,Active
331307,667, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.144.7,25Q029_3560_X2,FDO1432X17K,,9/10/2013,6/9/2014,NULL,Active
331369,667, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.144.12,25Q029_3560PWR_X7,FDO1613R21C,,9/10/2013,6/9/2014,NULL,Active
331342,667, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.144.10,25Q029_3560PWR_X5,FDO1436V1KE,,9/10/2013,6/9/2014,NULL,Active
331355,667, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.144.11,25Q029_3560PWR_X6,FDO1436V1L6,,9/10/2013,6/9/2014,NULL,Active
331407,667, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.144.15,25Q029_3560_X10,FDO1617X1YY,,9/10/2013,6/9/2014,NULL,Active
331394,667, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.144.14,25Q029_3560_X9,FDO1617X1Y1,,9/10/2013,6/9/2014,NULL,Active
331381,667, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.144.13,25Q029_3560_X8,FDO1617X1YG,,9/10/2013,6/9/2014,NULL,Active
331418,667, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.144.16,25Q029_3560_X11,FDO1617X1X0,,9/10/2013,6/9/2014,NULL,Active
280745,667,3/3/2003,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.74.144.6,25Q029_6500_X1,TBM06147107,,3/13/2012,6/9/2014,NULL,Active
344099,667, ,Procon Server,IBM,8840-11U,na,10.74.144.100,25Q029S001,KPTGAC9,,2/6/2014,6/9/2014,NULL,Active
280993,667,10/25/2010,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.74.144.110,25Q029-CE1,KQ8166B,,3/13/2012,6/9/2014,NULL,Active
340019,667, ,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.74.154.3,25Q029_WLC1,FOC1429F053,,10/30/2013,6/9/2014,NULL,Active
340029,668, ,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.74.170.3,25Q032_WLC1,FOC1502F0AN,,10/30/2013,6/9/2014,NULL,Active
323073,668, ,Procon Server,IBM,8840-11U,na,10.74.160.100,25Q032S001,KPVMXX3,,7/15/2013,6/9/2014,NULL,Active
279378,668, ,instructional switch,Cisco,WS-C2950-24,c2950-i6q4l2-mz.121-22.EA12.bin,10.74.160.15,25Q03_Admin_X10,FHK0649W1KZ,,3/13/2012,6/9/2014,NULL,Active
279528,668,3/9/2011,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.74.160.110,25Q032-CE1,KQYWGVB,,3/13/2012,6/9/2014,NULL,Active
279532,668,3/9/2011,router,Cisco,CISCO2951/K9,c2951-universalk9-mz.SPA.150-1.M2.bin,10.74.175.129,25Q032R1_2951_EVPL-ATT,FTX1504AJGY,,3/13/2012,6/9/2014,NULL,Active
279545,668, ,firewall,Cisco,PIX-525-SW-UR,6.3(5),10.74.175.254,25Q032PIX,810040591,,3/13/2012,6/9/2014,NULL,Active
337681,668, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.160.7,25Q032_3560_X2,FDO1501V0YE,,9/15/2013,6/9/2014,NULL,Active
337682,668, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.160.8,25Q032_3560_X3,FDO1501V0XV,,9/15/2013,6/9/2014,NULL,Active
337683,668, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.160.9,25Q032_3560_X4,FDO1502V0BT,,9/15/2013,6/9/2014,NULL,Active
337684,668,3/28/2011,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.160.10,25Q032_3560_X5,FDO1429Y0YP,,9/15/2013,6/9/2014,NULL,Active
337685,668, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.160.11,25Q032_3560PWR_X6,FDO1502V0VS,,9/15/2013,6/9/2014,NULL,Active
337686,668, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.160.12,25Q032_3560PWR_X7,FDO1502V1QB,,9/15/2013,6/9/2014,NULL,Active
337687,668, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.160.13,25Q032_3560PWR_X8,FDO1502V0VC,,9/15/2013,6/9/2014,NULL,Active
337688,668, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.160.14,25Q032_3560PWR_X9,FDO1502V1RG,,9/15/2013,6/9/2014,NULL,Active
337689,668, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.74.160.16,25Q032_Lab311_3560_X11,FDO1406X3UE,,9/15/2013,6/9/2014,NULL,Active
337690,668, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.74.160.17,25Q032_Lab311_3560_X12,FDO1406X3S5,,9/15/2013,6/9/2014,NULL,Active
279173,668,2/25/2003,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.74.160.6,25Q032_6500_X1,TBM06111714,,3/13/2012,6/9/2014,NULL,Active
283915,669, ,firewall,Cisco,PIX-525-SW-UR,6.3(5),10.74.191.254,25Q079PIX,809522165,,3/13/2012,6/9/2014,NULL,Active
283908,669,3/14/2011,router,Cisco,CISCO2951/K9,c2951-universalk9-mz.SPA.150-1.M2.bin,10.74.191.129,25Q079R1_2951_EVPL,FTX1504AJGQ,,3/13/2012,6/9/2014,NULL,Active
283897,669,3/14/2011,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.74.176.110,25Q079-CE1,KQ426CW,,3/13/2012,6/9/2014,NULL,Active
283539,669,1/17/2006,instructional switch,Cisco,WS-C6506-E,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.74.176.6,25Q079_6500_X1,SAL093483LQ,,3/13/2012,6/9/2014,NULL,Active
337660,669, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.74.176.17,25Q079_Lab205_3560_X12,FDO1422X1UX,,9/15/2013,6/9/2014,NULL,Active
337648,669, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.176.7,25Q079_3560_X2,FDO1501V29F,,9/15/2013,6/9/2014,NULL,Active
337649,669, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.176.8,25Q079_3560_X3,FDO1502V0A9,,9/15/2013,6/9/2014,NULL,Active
337651,669, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.176.9,25Q079_3560_X4,FDO1501V0YP,,9/15/2013,6/9/2014,NULL,Active
337652,669, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.176.10,25Q079_3560_X5,FDO1502V0CC,,9/15/2013,6/9/2014,NULL,Active
337653,669, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.176.11,25Q079_3560PWR_X6,FDO1502V0VM,,9/15/2013,6/9/2014,NULL,Active
337654,669, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.176.12,25Q079_3560PWR_X7,FDO1502V0VB,,9/15/2013,6/9/2014,NULL,Active
337655,669, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.176.13,25Q079_3560PWR_X8,FDO1502V0V5,,9/15/2013,6/9/2014,NULL,Active
337656,669, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.176.14,25Q079_3560PWR_X9,FDO1502X0D7,,9/15/2013,6/9/2014,NULL,Active
337657,669, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.176.15,25Q079_3560PWR_X10,FDO1502V0WK,,9/15/2013,6/9/2014,NULL,Active
337658,669, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.74.176.16,25Q079_Lab205_3560_X11,FDO1404X2Q0,,9/15/2013,6/9/2014,NULL,Active
340168,669, ,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.74.186.3,25Q079_WLC1,FOC1444F089,,11/3/2013,6/9/2014,NULL,Active
321858,669, ,Procon Server,IBM,8840-11U,na,10.74.176.100,25Q079S001,KQFKC5H,,6/26/2013,6/9/2014,NULL,Active
273412,670, ,firewall,Cisco,PIX-525-SW-UR,6.3(5),10.74.207.254,25Q107PIX,810040619,,3/13/2012,6/9/2014,NULL,Active
273421,670,6/3/2011,CiscoController,Cisco,AIR-CT5508-K9,7.0.116.0,10.74.202.3,25Q107_WLC1,FCW1516L0KX,,3/13/2012,6/9/2014,NULL,Active
273260,670, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-25.SEE3.bin,10.74.192.18,25Q107_Lab313_3560_X13,FDO1123Z2F1,,3/13/2012,6/9/2014,NULL,Active
273396,670,6/3/2011,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.74.192.110,25Q107-CE1,KQ426CC,,3/13/2012,6/9/2014,NULL,Active
273401,670, ,Procon Server,IBM,8840-11U,na,10.74.192.100,25Q107S001,KQFKC2D,,3/13/2012,6/9/2014,NULL,Active
273403,670,6/3/2011,router,Cisco,CISCO2951/K9,c2951-universalk9-mz.SPA.151-2.T1.bin,10.74.207.129,25Q107R1_2951_EVPL,FTX1513AHAE,,3/13/2012,6/9/2014,NULL,Active
331941,670, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.74.192.17,25Q107_Lab313_3560_X12,FDO1152Y4GX,,9/10/2013,6/9/2014,NULL,Active
331936,670,6/15/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE1.bin,10.74.192.16,25Q107_3560PWR_X11,FDO1516Z1JB,,9/10/2013,6/9/2014,NULL,Active
331931,670,6/15/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE1.bin,10.74.192.15,25Q107_3560PWR_X10,FDO1516P1J3,,9/10/2013,6/9/2014,NULL,Active
331919,670,6/15/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE1.bin,10.74.192.13,25Q107_3560PWR_X8,FDO1516Z1HA,,9/10/2013,6/9/2014,NULL,Active
331925,670,6/15/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE1.bin,10.74.192.14,25Q107_3560PWR_X9,FDO1516R1G2,,9/10/2013,6/9/2014,NULL,Active
331842,670, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.192.7,25Q107_3560_X2,FDO1447X294,,9/10/2013,6/9/2014,NULL,Active
331898,670, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.192.11,25Q107_3560_X6,FDO1447X28Q,,9/10/2013,6/9/2014,NULL,Active
331910,670,6/15/2011,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE1.bin,10.74.192.12,25Q107_3560PWR_X7,FDO1516Z1JT,,9/10/2013,6/9/2014,NULL,Active
331883,670, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.192.10,25Q107_3560_X5,FDO1447X28T,,9/10/2013,6/9/2014,NULL,Active
331857,670, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.192.8,25Q107_3560_X3,FDO1447X27Z,,9/10/2013,6/9/2014,NULL,Active
331870,670, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.192.9,25Q107_3560_X4,FDO1447X295,,9/10/2013,6/9/2014,NULL,Active
272971,670,1/2/2003,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.74.192.6,25Q107_6500_X1,TBM06160484,,3/13/2012,6/9/2014,NULL,Active
344129,671, ,instructional switch,Cisco,WS-C6506-E,s3223-adventerprisek9_wan-mz.122-33.SXJ5.bin,10.74.208.6,25Q120_6500_X1,SAL1734BTB1,,2/9/2014,6/9/2014,NULL,Active
344064,671, ,Procon Server,IBM,7160AC1,na,10.74.223.222,25Q120S001,KQ3ZA3P,,2/5/2014,6/9/2014,NULL,Active
344065,671, ,Procon Server,IBM,7160AC1,na,10.74.208.207,25Q120S002,KQ3ZA2D,,2/5/2014,6/9/2014,NULL,Active
343590,671, ,instructional switch,Cisco,WS-C3750X-12S,c3750e-ipbasek9-mz.150-1.SE2.bin,10.74.208.17,25Q120_3750X-12S_X12,FDO1735Z167,,1/22/2014,6/9/2014,NULL,Active
343591,671, ,router,Cisco,CISCO2951/K9,c2951-universalk9-mz.SPA.151-2.T1.bin,10.74.223.129,25Q120_2951_EVPL-VZ,FTX1746AL2H,,1/22/2014,6/9/2014,NULL,Active
343592,671,3/19/2010,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.116.0,10.74.218.3,25Q120_WLC1,FOC1350F01R,,1/22/2014,6/9/2014,NULL,Active
284559,671, ,instructional switch,Cisco,WS-C2950-24,c2950-i6q4l2-mz.121-12c.EA1.bin,10.74.208.16,25Q120_RM240_2924_X11,FOC0613X16U,,3/13/2012,6/9/2014,NULL,Active
284551,671, ,instructional switch,Cisco,WS-C2950-24,c2950-i6q4l2-mz.121-12c.EA1.bin,10.74.208.15,25Q120_RM240_2924_X10,FOC0645X02Q,,3/13/2012,6/9/2014,NULL,Active
284696,671, ,Procon Server,IBM,8840-11U,na,10.74.208.100,25Q120S001,KPTMDM1,,3/13/2012,2/3/2014,NULL,Active
284721,671,3/2/2010,firewall,Cisco,ASA5510-SEC-BUN-K9,asa724-k8.bin,10.74.223.254,25Q120-ASA,JMX1403L0EL,,3/13/2012,6/9/2014,NULL,Active
284679,671, ,Content Engine,Cisco,WAE-612-K9,ce612-5.5.11.2,10.74.208.110,25Q120-CE1,KQLBZFA,,3/13/2012,6/9/2014,NULL,Active
331804,671, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.208.11,25Q120_3560_X6,FDO1425Y04J,,9/10/2013,6/9/2014,NULL,Active
331821,671, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.208.14,25Q120_3560PWR_X9,FDO1436X105,,9/10/2013,6/9/2014,NULL,Active
331815,671, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.208.13,25Q120_3560PWR_X8,FDO1436X0R1,,9/10/2013,6/9/2014,NULL,Active
331811,671, ,instructional switch,Cisco,WS-C3560V2-24PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.208.12,25Q120_3560PWR_X7,FDO1436X0R2,,9/10/2013,6/9/2014,NULL,Active
331782,671, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.208.8,25Q120_3560_X3,FDO1425Y04U,,9/10/2013,6/9/2014,NULL,Active
331775,671,3/19/2010,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.74.208.7,25Q120_3560_X2,FDO1349X2WC,,9/10/2013,6/9/2014,NULL,Active
331787,671, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.208.9,25Q120_3560_X4,FDO1425Y04X,,9/10/2013,6/9/2014,NULL,Active
331797,671, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.74.208.10,25Q120_3560_X5,FDO1425Y040,,9/10/2013,6/9/2014,NULL,Active
331621,672, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.224.18,25Q129_3560PWR_X13,FDO1530V0QN,,9/10/2013,6/9/2014,NULL,Active
331611,672, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.224.17,25Q129_3560PWR_X12,FDO1547R10K,,9/10/2013,6/9/2014,NULL,Active
331522,672,3/1/2010,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.74.224.9,25Q129_3560_X4,FDO1349X14H,,9/10/2013,6/9/2014,NULL,Active
331511,672,3/1/2010,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.74.224.8,25Q129_3560_X3,FDO1350Y11S,,9/10/2013,6/9/2014,NULL,Active
331600,672, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.224.16,25Q129_3560PWR_X11,FDO1530R17W,,9/10/2013,6/9/2014,NULL,Active
331590,672, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.74.224.15,25Q129_3560PWR_X10,FDO1547V06Q,,9/10/2013,6/9/2014,NULL,Active
